"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"name";"message"
"1";"17";"1";"286856161977529_923307538332385";"data";"data.*";"fetched (200)";"2022-03-17 15:02:16.696384";"Facebook:/<page-id>/posts";"";"Interactive dashboard allows you to drill down and filter operational information so data can be viewed from different perspectives or in more detail. With a condensed and clear presentation of the overall business figures, dashboards enable data-driven company decisions.  #datascience"
"1";"18";"1";"286856161977529_923293231667149";"data";"data.*";"fetched (200)";"2022-03-17 15:02:16.696384";"Facebook:/<page-id>/posts";"";"“Data privacy is an illusion because you are not in control. Any information you don’t want out there shouldn’t be shared anywhere on and off the internet.” ― Olawale Daniel #d#dataprivacy"
"1";"19";"1";"286856161977529_923269495002856";"data";"data.*";"fetched (200)";"2022-03-17 15:02:16.696384";"Facebook:/<page-id>/posts";"";"Types of Machine learning. #machinelearning"
"1";"20";"1";"286856161977529_922797058383433";"data";"data.*";"fetched (200)";"2022-03-17 15:02:16.696384";"Facebook:/<page-id>/posts";"";"“Data Science takes the guesswork/emotions out of answering business questions by applying logic and mathematics to find better solutions.” ― Ken Poirot"
"1";"21";"1";"286856161977529_922749768388162";"data";"data.*";"fetched (200)";"2022-03-17 15:02:16.696384";"Facebook:/<page-id>/posts";"";"Data cleaning is the process of detecting and correcting corrupt or inaccurate records from a record set, table, or database and refers to identifying incomplete, incorrect, inaccurate or irrelevant parts of the data and then replacing, modifying, or deleting the dirty or coarse data #data"
"1";"22";"1";"286856161977529_922220631774409";"data";"data.*";"fetched (200)";"2022-03-17 15:02:16.696384";"Facebook:/<page-id>/posts";"";"Deep learning is a subset of machine learning, which is essentially a neural network with three or more layers.These neural networks attempt to simulate the behavior of the human brain—albeit far from matching its ability—allowing it to ""learn"" from large amounts of data."
"1";"23";"1";"286856161977529_922213975108408";"data";"data.*";"fetched (200)";"2022-03-17 15:02:16.696384";"Facebook:/<page-id>/posts";"";"https://www.linkedin.com/posts/jacques-patricks-221963108_fundamentals-of-deep-learning-instructor-led-activity-6906580414333616129-bNjP #deeplearning"
"1";"24";"1";"286856161977529_922212088441930";"data";"data.*";"fetched (200)";"2022-03-17 15:02:16.696384";"Facebook:/<page-id>/posts";"";"“Think like a queen. A queen is not afraid to fail. Failure is another stepping-stone to greatness.” –Oprah Winfrey Happy Women's Day #womensday2022"
"1";"25";"1";"286856161977529_921693848493754";"data";"data.*";"fetched (200)";"2022-03-17 15:02:16.696384";"Facebook:/<page-id>/posts";"";"Understanding Digital Marketing Search engine optimization (SEO) is the process of improving the quality and quantity of website traffic to a website or a web page from search engines. SEO targets ""natural"" or ""organic"" results rather than direct traffic."
"1";"26";"1";"286856161977529_921678361828636";"data";"data.*";"fetched (200)";"2022-03-17 15:02:16.696384";"Facebook:/<page-id>/posts";"";""
"1";"27";"1";"AfricaDataSchool";"offcut";"";"fetched (200)";"2022-03-17 15:02:16.696384";"Facebook:/<page-id>/posts";"";""
"1";"28";"1";"286856161977529_920115415318264";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Graphic design is the communication of an idea using visual means. Graphic designers use various tools to achieve the goal, including elements like typography, colors, shapes, and illustrations. Enroll Today for the April Cohort. #graphicdesign  #graphic"
"1";"29";"1";"286856161977529_920112605318545";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"A front end developer responsibility: Ensure that website visitors can easily interact with the page. They do this through the combination of design, technology and programming to code a website's appearance, as well as taking care of debugging. Whenever you visit a website, anything that you see, click on or otherwise use is the work of a front end developer. #webdesign #webdeveloper"
"1";"30";"1";"286856161977529_920104598652679";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"""While the average small business has less self-generated data than big players. . .this doesn’t mean big data is off limits. In fact, in many ways, big data is more suited to small businesses, because they’re generally more agile and able to act more quickly on data-driven insights. #datascience #data #business"
"1";"31";"1";"286856161977529_919484885381317";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"“In our world of Big Data, businesses are relying on data scientists to glean insight from their large, ever-expanding, diverse set of data … while many people think of data science as a profession, it’s better to think of data science as a way of thinking, a way to extract insights using the scientific method.” April intake is ongoing"
"1";"32";"1";"286856161977529_919478545381951";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"You can use all the quantitative data you can get, but you still have to use your own intelligence and judgment to distrust it. #Data #datascience"
"1";"33";"1";"286856161977529_919467122049760";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Digital marketing is the component of marketing that uses internet and online based digital technologies such as desktop computers, mobile phones and other digital media and platforms to promote products and services."
"1";"34";"1";"286856161977529_919461465383659";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"“A designer knows he has achieved perfection not when there is nothing left to add, but when there is nothing left to take away” #webdesigner"
"1";"35";"1";"286856161977529_918835538779585";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Mobile App Development Tools are the software designed to help with the creation of mobile apps. A typical mobile app development process initiates with an idea, followed by strategy, design, and development. Once deployed, post-launch phases must be followed to ensure that the app thrives in the virtual landscape."
"1";"36";"1";"286856161977529_918676612128811";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Web development is the work involved in developing a website for the Internet or an intranet. Web development can range from developing a simple single static page of plain text to complex web applications, electronic businesses, and social network services."
"1";"37";"1";"286856161977529_918146738848465";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Become a web developer. Learn how to use React, ReactJS, JavaScript frameworks to build robust websites applications, with complete integrations of ecommerce api , database, and forms. Enroll today. April cohort is Ongoing."
"1";"38";"1";"286856161977529_918118175517988";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Learn Everything you need to get the attention of am audience in our Digital Marketing course. April cohort is Ongoing Visit www.africadataschool.com to enroll.  #digitalmarketing"
"1";"39";"1";"286856161977529_918057725524033";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Checkout this Meetup with Africa Data school Meetup: https://meetu.ps/e/KR5H7/NWs67/i"
"1";"40";"1";"286856161977529_917660815563724";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"“In our world of Big Data, businesses are relying on data scientists to glean insight from their large, ever-expanding, diverse set of data … while many people think of data science as a profession, it’s better to think of data science as a way of thinking, a way to extract insights using the scientific method.” — Bob E. Hayes"
"1";"41";"1";"286856161977529_917654245564381";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Data preparation is the act of manipulating raw data into a form that can readily and accurately be analysed, e.g. for business purposes. Data preparation is the first step in data analytics projects and can include many discrete tasks such as loading data or data ingestion, data fusion, data cleaning and data augmentation."
"1";"42";"1";"286856161977529_917576872238785";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Unused sitting data is no different from the data that was never first collected. Data collection determines the availability of data and what you need to collect. In Data Science Process the first step is mostly the data collection or scraping from multiple web sources."
"1";"43";"1";"286856161977529_916638812332591";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Data dashboard is a tool businesses use to help track, analyze, and display data, usually to gain deeper insight into the overall wellbeing of the organization, a department, or even a specific process. Dashboards connect all kinds of different metrics, data sources, APIs, and services—and they help companies extract relevant information from those sources and display it in user-friendly ways."
"1";"44";"1";"286856161977529_916468369016302";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"What Is Variance? The term variance refers to a statistical measurement of the spread between numbers in a data set. More specifically, variance measures how far each number in the set is from the mean and thus from every other number in the dataset."
"1";"45";"1";"286856161977529_915924462404026";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Neural networks reflect the behavior of the human brain, allowing computer programs to recognize patterns and solve common problems in the fields of AI, machine learning, and deep learning. #NeuralNetworks"
"1";"46";"1";"286856161977529_915911859071953";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Overfitting is ""the production of an analysis that corresponds too closely or exactly to a particular set of data, and may therefore fail to fit additional data or predict future observations reliably"""
"1";"47";"1";"286856161977529_915206655809140";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Learn how to make data understandable. Enroll today for the April cohort and become the next Gen Data Scientist. #datascience #datascientist"
"1";"48";"1";"286856161977529_914758429187296";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"Model interpretability It refers to the ability for a human to understand and articulate the relationship between a model's predictors and its outcome. For linear models, including linear and logistic regression, these relationships are seen directly in the model coefficients. #data"
"1";"49";"1";"286856161977529_914753209187818";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"A Developer uses data integration patterns to standardize the integration process. Like a hiking trail, patterns are discovered and established based on use. Patterns always come in degrees of perfection, but can be optimized or adopted based on what business needs require solutions. #data #code"
"1";"50";"1";"286856161977529_914604675869338";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"We put ourselves into every app, every pixel, and every bit of code we make. Enroll today for the Mobile Development Course. Intakes are Ongoing. #mobiledevelopment #coding"
"1";"51";"1";"286856161977529_914276175902188";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"A mobile app developer designs, creates, and updates mobile applications, whether on Android or iOS. They works with a user experience (UX) designer to make sure their design is aligned with the needs of the user. They create mockups for the app. The developer must also coordinate with business leaders regarding launch strategies."
"1";"52";"1";"286856161977529_914018335927972";"data";"data.*";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";"The Data science learning process. Learn then do Learn from all around Africa on our Flexible,  online programs. April Intakes are Ongoing.  #datascience"
"1";"53";"1";"AfricaDataSchool";"offcut";"";"fetched (200)";"2022-03-17 15:02:17.171087";"Facebook:/<page-id>/posts";"";""
"1";"54";"1";"286856161977529_913983989264740";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Build a Career in Finance, Healthcare, Data Science, Business, Marketing and More. Learn from all around Africa on our Flexible,  online programs."
"1";"55";"1";"286856161977529_913397985990007";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Machine learning and deep learning. #machinelearning #deeplearning"
"1";"56";"1";"286856161977529_913387455991060";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Checkout this Meetup with Africa Data school Meetup: https://meetu.ps/e/KR5H7/NWs67/i #datascientist #dataanalytics #machinelearning"
"1";"57";"1";"286856161977529_913300665999739";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"#Python has in-built mathematical libraries and functions, making it easier to calculate mathematical problems and to perform data analysis.Python tools, including Pandas, Git and Matplotlib, to manipulate, analyze, and visualize complex datasets. #100DaysOfCode #100DaysOfPython"
"1";"58";"1";"286856161977529_913298759333263";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Neural networks. #neuralnetworks"
"1";"59";"1";"286856161977529_912421176087688";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Became a master story teller by using data. Learn the indemand skills of extracting insights from data. Enroll today for the Data science program at Africa Data School. March intake is Ongoing. #DataScience"
"1";"60";"1";"286856161977529_911874362809036";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Data is a critical component of decision making, helping businesses and organizations gain key insights and understand the implications of their decisions at a granular level. And visual analytics, in the form of interactive dashboards and visualizations, are essential tools for anyone who needs to analyze data.  #datascience #dataanalytics #DataVisualization"
"1";"61";"1";"286856161977529_911867866143019";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Data Visualization. Pie Charts are useful to visualize the proportion of categories in data. The higher the proportion higher will be the size of the pie. Heat map is a graphical representation of data where the individual values contained in a matrix are represented as colours. It looks like a data table. #dataanalysis #datascience"
"1";"62";"1";"286856161977529_911326596197146";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Became a master story teller by using data. Learn the indemand skills of extracting insights from data. Enroll today for the Data science program at Africa Data School. March intake is Ongoing. #DataScience"
"1";"63";"1";"286856161977529_911322246197581";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Data visualization. used for demonstrating performance, communicating trends, understanding the impact of new strategies, showing relationships, and beyond. These representations can be powerful tools for communication and collaboration, bringing greater value to reports, journalism, apps, or any context where sharing information is required."
"1";"64";"1";"286856161977529_911317842864688";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Data strategy It refers to the tools, processes, and rules that define how to manage, analyze, and act upon business data. A data strategy helps you to make informed decisions based on your data. It also helps you keep your data safe and compliant. #DataScience"
"1";"65";"1";"286856161977529_910714222925050";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Checkout this Meetup with Africa Data school Meetup: #100DaysOfCode #DataScience #data #DataAnalytics #coding #cybersecurity https://t.co/t3rAowC4oS"
"1";"66";"1";"286856161977529_910693456260460";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Customer segmentation is the process by which you divide your customers up based on common characteristics - such as demographics or behaviors, so you can market to those customers more effectively. #datascience #project #data"
"1";"67";"1";"286856161977529_910660762930396";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Understanding Data. Data are individual facts, statistics, or items of information, often numeric. In a more technical sense, data are a set of values of qualitative or quantitative variables about one or more persons or objects, while a datum is a single value of a single variable. #data #DataScience"
"1";"68";"1";"286856161977529_910649752931497";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"pandas is a fast, powerful, flexible and easy to use open source data analysis and manipulation tool, built on top of the Python programming language #pandas #python #DataScience"
"1";"69";"1";"286856161977529_910153749647764";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Build a Career in Finance, Healthcare, Data Science, Business, Marketing and More. Learn from all around Africa on our Flexible,  online programs. March Intakes are Ongoing #100daysofcodechallenge #100DaysOfMLCode #DataScience #coding"
"1";"70";"1";"286856161977529_910095282986944";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Power BI is an interactive data visualization software developed by Microsoft with primary focus on business intelligence. Power BI is a collection of software services, apps, and connectors that work together to turn unrelated sources of data into coherent, visually immersive, and interactive insights."
"1";"71";"1";"286856161977529_909585483037924";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Graphic design uses visual compositions to solve problems and communicate ideas through typography, imagery, color and form. There's no one way to do that, and that's why there are several types of graphic design, each with their own area of specialization. March intake is ongoing"
"1";"72";"1";"286856161977529_909570816372724";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Missing data (or missing values) is defined as the data value that is not stored for a variable in the observation of interest. The problem of missing data is relatively common in almost all research and can have a significant effect on the conclusions that can be drawn from the data."
"1";"73";"1";"286856161977529_909465049716634";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"TensorFlow is an end-to-end open source platform for machine learning. It has a comprehensive, flexible ecosystem of tools, libraries and community resources that lets researchers push the state-of-the-art in ML and developers easily build and deploy ML powered applications. #tensorflow"
"1";"74";"1";"286856161977529_909075536422252";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Graphic design is the profession and academic discipline whose activity consists in projecting visual communications intended to transmit specific messages to social groups, with specific objectives.. Enroll today for the March Cohort. #graphicdesign"
"1";"75";"1";"286856161977529_908455946484211";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Ensemble learning In statistics and machine learning, ensemble methods use multiple learning algorithms to obtain better predictive performance than could be obtained from any of the constituent learning algorithms alone"
"1";"76";"1";"286856161977529_907850186544787";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Build a Career in Finance, Healthcare, Data Science, Business, Marketing and More. Learn from all around Africa on our Flexible,  online programs. March Intakes are Ongoing #100daysofcodechallenge #100DaysOfMLCode #DataScience #coding #finance"
"1";"77";"1";"286856161977529_907849003211572";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"A data warehouse is a type of data management system that is designed to enable and support business intelligence (BI) activities, especially analytics. Data warehouses are solely intended to perform queries and analysis and often contain large amounts of historical data. #Data #datacenter"
"1";"78";"1";"286856161977529_907846646545141";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";"Statistical tests. #StatisticalAnalysis"
"1";"79";"1";"AfricaDataSchool";"offcut";"";"fetched (200)";"2022-03-17 15:02:18.429306";"Facebook:/<page-id>/posts";"";""
"1";"80";"1";"286856161977529_906788076650998";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Build a Career in Finance, Healthcare, Data Science, Business, Marketing and More. Learn from all around Africa on our Flexible,  online programs. March Intakes are Ongoing #100daysofcodechallenge #100DaysOfMLCode #DataScience #coding"
"1";"81";"1";"286856161977529_906746373321835";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Medical imaging plays a significant role in different clinical applications such as medical procedures used for early detection, monitoring, diagnosis, and treatment evaluation of various medical conditions. Deep learning has been widely used in medical imaging to detect the presence or absence of the disease. #deeplearning"
"1";"82";"1";"286856161977529_906735009989638";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Introduction to Graphic Design and work in an environment that emulates a real-world design studio Learn about design, layout, typography and colour theory. #graphicdesign March intake is Ongoing"
"1";"83";"1";"286856161977529_906386313357841";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Machine learning model is a file that has been trained to recognize certain types of patterns. You train a model over a set of data, providing it an algorithm that it can use to reason over and learn from those data. #machinelearning"
"1";"84";"1";"286856161977529_906381346691671";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"In statistics/data science, an outlier is a data point that differs significantly from other observations. An outlier may be due to variability in the measurement or it may indicate experimental error; the latter are sometimes excluded from the data set. An outlier can cause serious problems in statistical or data analyses."
"1";"85";"1";"286856161977529_905770346752771";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Blockchain a shared, immutable ledger that facilitates the process of recording transactions and tracking assets in a business network. Intakes are Ongoing. Enroll Today. #blockchain"
"1";"86";"1";"286856161977529_905747876755018";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Medical diagnostics is becoming more efficient and accessible, medical treatment and medical research is becoming  more and more data-driven. #datascience and #medicine  Enroll today for the March intake"
"1";"87";"1";"286856161977529_905682056761600";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Exploratory Data Analysis is understanding the data sets by summarizing their main characteristics often plotting them visually. This step is very important especially when we arrive at modeling the data in order to apply Machine learning. Plotting in EDA consists of Histograms, Box plot, Scatter plot etc. #Data"
"1";"88";"1";"286856161977529_905201680142971";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Data visualization is the representation of data through use of common graphics, such as charts, plots, infographics, and even animations. These visual displays of information communicate complex data relationships and data-driven insights in a way that is easy to understand."
"1";"89";"1";"286856161977529_904729920190147";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";""
"1";"90";"1";"286856161977529_904680766861729";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Image analysis or imagery analysis is the extraction of meaningful information from images; mainly from digital images by means of digital image processing techniques. Image analysis tasks can be as simple as reading bar coded tags or as sophisticated as identifying a person from their face"
"1";"91";"1";"286856161977529_904222870240852";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"The need for Data Analysis. Data Analysis the process of systematically applying statistical and/or logical techniques to describe and illustrate, condense and recap, and evaluate data. #dataanalysis"
"1";"92";"1";"286856161977529_904164010246738";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"A database is an organized collection of structured information, or data, typically stored electronically in a computer system. A database is usually controlled by a database management system (DBMS) #Data"
"1";"93";"1";"286856161977529_904111480251991";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Scatter plots:  These visuals are beneficial in reveling the relationship between two variables, and they are commonly used within regression data analysis. #Data"
"1";"94";"1";"286856161977529_903542296975576";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Artificial neural networks, attempts to mimic the human brain through a combination of data inputs, weights, and bias. These elements work together to accurately recognize, classify, and describe objects within the data. Neural networks consist of multiple layers of interconnected nodes, each building upon the previous layer to refine and optimize the prediction or categorization"
"1";"95";"1";"286856161977529_902964017033404";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"“what is ‘deep’ in deep learning? What makes deep learning special?”  —  @JacquesPatricks  https://becominghuman.ai/what-is-democratizing-deep-learning-52be437d30be?source=social.tw  #100DaysOfCode #DataScience #deeplearning #ArtificialIntelligence"
"1";"96";"1";"286856161977529_902940777035728";"data";"data.*";"fetched (200)";"2022-03-17 15:02:18.914005";"Facebook:/<page-id>/posts";"";"Data scraping,  refers to a technique in which a computer program extracts data from output generated from another program. Data scraping is commonly manifest in web scraping, the process of using an application to extract valuable information from a website."
